X;Y;Attack1;Attack2;Ability;Protect;EnemyX;EnemyY;next_move;DistanceDifference
-0.3593471;-3.220896;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7943471
-0.3293471;-3.20368;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7643471
-0.3293471;-3.190387;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7643471
-0.3293471;-3.18102;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7643471
-0.3293471;-3.175575;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7643471
-0.3293471;-3.17646;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7643471
-0.3293471;-3.193039;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7643471
-0.3293471;-3.225315;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7643471
-0.3293471;-3.273287;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7643471
-0.3293471;-3.336955;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7643471
-0.3293471;-3.461887;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7643471
-0.4193471;-3.622135;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.8543471
-0.5093471;-3.817699;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.9443471000000001
-0.5093471;-3.957257;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.9443471000000001
-0.5093471;-3.952981;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.9443471000000001
-0.5093471;-3.95123;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.9443471000000001
-0.5093471;-3.950413;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.9443471000000001
-0.5093471;-3.950218;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.9443471000000001
-0.4809168;-3.950178;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.9159168
-0.4524864;-3.950145;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.8874864
-0.424056;-3.950119;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.859056
-0.3956256;-3.950098;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.8306256000000001
-0.3671952;-3.950081;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.8021952
-0.3371952;-3.874005;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7721952
-0.3071952;-3.801853;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7421952
-0.2771952;-3.733625;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7121952
-0.2471952;-3.669321;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.6821952
-0.2171952;-3.608941;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.6521952
-0.1871952;-3.552485;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.6221952
-0.1571952;-3.499953;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.5921952
-0.1271951;-3.451345;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.5621951000000001
-0.09719516;-3.406661;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.53219516
-0.06719515;-3.365901;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.50219515
-0.03719515;-3.329065;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.47219515
-0.007195152;-3.296153;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.442195152
0.02280485;-3.267165;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.41219515
0.05280485;-3.242101;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.38219515
0.08280484;-3.220961;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.35219516
0.1128048;-3.203745;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.3221952
0.1428048;-3.190453;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.2921952
0.2028048;-3.175641;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.2321952
0.2628048;-3.176525;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.1721952
0.3228048;-3.193105;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.1121952
0.3828048;-3.225381;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.0521952
0.4428048;-3.273353;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.007804800000000001
0.5328048;-3.374741;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.09780479999999997
0.6228047;-3.511445;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.1878047
0.7128046;-3.683465;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.2778046
0.8328045;-3.967761;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.39780449999999995
0.8328045;-3.954664;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.39780449999999995
0.9371083;-3.951918;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.5021083
1.063564;-3.950636;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.6285639999999999
1.144146;-3.950331;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.709146
1.172577;-3.950267;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.7375769999999999
1.201007;-3.950216;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.7660069999999999
1.229437;-3.950175;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.7944369999999998
1.257868;-3.950142;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.8228679999999999
1.286298;-3.950116;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.8512979999999999
1.314728;-3.950095;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.8797279999999998
1.343159;-3.950078;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.9081589999999999
1.371589;-3.950065;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.9365889999999999
1.40002;-3.950054;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.96502
1.42845;-3.950046;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.9934499999999999
1.45688;-3.950039;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.02188
1.485311;-3.950033;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.050311
1.513741;-3.950029;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.078741
1.542171;-3.950025;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.107171
1.570602;-3.950022;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.135602
1.599032;-3.95002;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.164032
1.627462;-3.950018;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.192462
1.655893;-3.950016;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.220893
1.684323;-3.950015;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.249323
1.712753;-3.950014;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.277753
1.741184;-3.950014;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.306184
1.769614;-3.950013;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.334614
1.798044;-3.950012;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.363044
1.826475;-3.950012;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.391475
1.854905;-3.950011;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.419905
1.883335;-3.950011;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.448335
1.911766;-3.950011;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.476766
1.940196;-3.950011;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.505196
1.968626;-3.950011;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.533626
1.997057;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.562057
2.025487;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.590487
2.053917;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.6189170000000002
2.082348;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.647348
2.110778;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.6757779999999998
2.139209;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.704209
2.167639;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.7326389999999998
2.19607;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.7610700000000001
2.2245;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.7894999999999999
2.252931;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.8179309999999997
2.281361;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.846361
2.309792;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.8747919999999998
2.338222;-3.95001;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.903222
2.366652;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.9316520000000001
2.395083;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.960083
2.423513;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.9885129999999998
2.395083;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.960083
2.366652;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.9316520000000001
2.338222;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.903222
2.309792;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.8747919999999998
2.281361;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.846361
2.252931;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.8179309999999997
2.2245;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.7894999999999999
2.19607;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.7610700000000001
2.167639;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.7326389999999998
2.139209;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.704209
2.110778;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.6757779999999998
2.082348;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.647348
2.053917;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.6189170000000002
2.025487;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.590487
1.997056;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.562056
1.968626;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.533626
1.940196;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.505196
1.911765;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.4767649999999999
1.883335;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.448335
1.854904;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.419904
1.826474;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.3914739999999999
1.798043;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.363043
1.769613;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.334613
1.741182;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.306182
1.712752;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.277752
1.684321;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.249321
1.655891;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.220891
1.684321;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.249321
1.712752;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.277752
1.741182;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.306182
1.769612;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.334612
1.798043;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.363043
1.826473;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.391473
1.854903;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.419903
1.883334;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.448334
1.911764;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.476764
1.940194;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.505194
1.968625;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.533625
1.997055;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.562055
2.025486;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.5904859999999998
2.053916;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.618916
2.082346;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.6473459999999998
2.110777;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.675777
2.139207;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.7042069999999998
2.167638;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.7326380000000001
2.196068;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.7610679999999999
2.167638;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.7326380000000001
2.139207;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.7042069999999998
2.110777;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.675777
2.082346;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.6473459999999998
2.053916;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.618916
2.025485;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.5904850000000001
1.997055;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.562055
1.968624;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.5336239999999999
1.940194;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.505194
1.911763;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.476763
1.883333;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.4483329999999999
1.854903;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.419903
1.826472;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.391472
1.798042;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.3630419999999999
1.769611;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.334611
1.71432;-3.950009;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.27932
1.59432;-3.669249;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.15932
1.41432;-3.365829;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.97932
1.32432;-3.267093;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.8893199999999999
1.29432;-3.242029;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.8593199999999999
1.26432;-3.220889;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.8293200000000001
1.23432;-3.203673;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.79932
1.20432;-3.190381;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.76932
1.14432;-3.175569;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.70932
1.08432;-3.176453;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.6493199999999999
1.08432;-3.193033;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.6493199999999999
1.08432;-3.247333;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.6493199999999999
1.08432;-3.336949;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.6493199999999999
1.20432;-3.511372;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.76932
1.32432;-3.74858;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.8893199999999999
1.41432;-3.957252;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.97932
1.540776;-3.952384;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.1057759999999999
1.687814;-3.950632;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.2528139999999999
1.81427;-3.950214;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.37927
1.709966;-3.950094;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.274966
1.654674;-3.950063;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.219674
1.626244;-3.950053;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.191244
1.597813;-3.950044;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.1628129999999999
1.569383;-3.950037;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.134383
1.540953;-3.950032;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.105953
1.512522;-3.950028;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.0775219999999999
1.484092;-3.950024;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.049092
1.455661;-3.950022;0;0;0.0;0.0;0.435;-3.945924;GoRight;1.020661
1.427231;-3.95002;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.9922309999999999
1.3988;-3.950018;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.9638
1.37037;-3.950016;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.93537
1.341939;-3.950015;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.9069389999999999
1.313509;-3.950014;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.878509
1.285078;-3.950014;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.8500779999999999
1.256648;-3.950013;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.8216479999999999
1.228217;-3.950013;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.7932169999999998
1.199787;-3.950012;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.7647869999999999
1.171357;-3.950012;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.7363569999999999
1.142926;-3.950012;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.707926
1.114496;-3.950012;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.6794959999999999
1.086065;-3.950012;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.651065
1.057635;-3.950012;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.622635
1.029204;-3.950012;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.594204
1.000774;-3.950012;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.565774
0.9723434;-3.950012;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.5373433999999999
0.9423434;-3.873936;0;0;0.0;0.0;0.435;-3.945924;GoRight;0.5073434000000001
0.9123434;-3.801784;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.47734340000000003
0.8823435;-3.733556;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.44734349999999995
0.8523435;-3.669252;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.41734350000000003
0.8223435;-3.608872;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.3873435
0.7923436;-3.552416;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.35734360000000004
0.7623436;-3.499884;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.3273436
0.7323436;-3.451276;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.2973436
0.7023436;-3.406592;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.26734359999999996
0.6723437;-3.365832;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.2373437
0.6423437;-3.328996;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.20734369999999996
0.6123437;-3.296084;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.17734370000000005
0.5823438;-3.267096;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.14734379999999997
0.5523438;-3.242032;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.11734380000000005
0.5223438;-3.220892;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.08734380000000003
0.4923438;-3.203676;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.0573438
0.4623438;-3.190384;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.02734380000000003
0.4323438;-3.181016;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.0026561999999999975
0.4023438;-3.175572;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.032656200000000024
0.3723438;-3.174052;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.0626562
0.3123438;-3.182784;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.12265619999999999
0.2523438;-3.207211;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.1826562
0.1923438;-3.247335;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.2426562
0.1323438;-3.303155;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.3026562
0.0723438;-3.374671;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.3626562
-0.0176562;-3.511375;0;0;0.0;0.0;0.435;-3.945924;Shoot;0.4526562
-0.1076562;-3.683395;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.5426562
-0.1976562;-3.890731;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.6326562
-0.2276562;-3.955806;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.6626562
-0.3319604;-3.952387;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.7669604
-0.4584165;-3.950792;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.8934165000000001
-0.538999;-3.950413;0;0;0.0;0.0;0.435;-3.945924;GoLeft;0.9739990000000001
-0.5674294;-3.950333;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.0024294
-0.5958598;-3.950269;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.0308598
-0.6242902;-3.950218;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.0592902
-0.6542901;-3.874142;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.0892901
-0.6842901;-3.801991;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.1192901
-0.7142901;-3.733763;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.1492901
-0.7442901;-3.669458;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.1792901
-0.77429;-3.609078;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.20929
-0.80429;-3.552622;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.23929
-0.83429;-3.50009;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.26929
-0.8642899;-3.451482;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.2992899
-0.8942899;-3.406798;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.3292899
-0.9242899;-3.366038;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.3592899
-0.9542899;-3.329202;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.3892899
-0.9842898;-3.29629;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.4192898
-1.01429;-3.267302;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.44929
-1.04429;-3.242238;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.47929
-1.07429;-3.221098;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.50929
-1.10429;-3.203882;0;0;0.0;0.0;0.435;-3.945924;GoLeft;1.53929
